Material_ID,Formula,Band_Gap,Energy_per_Atom,Formation_Energy_per_Atom
mp-1210117,NaLuSiO4,4.396599999999999,-7.8351837657142855,-3.395102296863711
mp-1210123,NaLaSiO4,4.262199999999999,-7.805282235357142,-3.306012244839901
mp-1213991,CaMnSiO4,2.5993999999999993,-8.252435313928572,-3.054609996490149
mp-1214083,Ca3SiO4F,0.0,-6.9605384372222225,-3.277447985555556
mp-1222016,MgSiNiO4,4.3779,-7.310407446785715,-2.649297626071429
mp-1221755,MnFeSiO4,2.330699999999999,-8.555606092142856,-2.434292013275862
mp-1232382,LiSiPO5,4.9408,-7.4933407475000005,-2.8071508166220243
mp-1222111,MgCoSiO4,2.598499999999999,-7.487816843928572,-2.633381303214286
mp-15066,LiTmSiO4,4.8668,-7.955827441071428,-3.440315098690477
mp-17891,NaYSiO4,4.2796,-8.070256109285713,-3.3462597766256152
mp-554429,Mn3Si(O2F)2,2.6069,-8.374279545250001,-2.7211882776293113
mp-557293,Li2CdSiO4,3.0934,-6.2822681840625,-2.532890937395833
mp-558458,Mg3Si(O2F)2,5.1736,-6.802414424,-3.408786739499999
mp-561457,CsAlSiO4,4.4582000000000015,-7.453595472142857,-3.186350407807882
mp-6224,LiScSiO4,4.612299999999999,-8.153787888571427,-3.373994456904761
mp-6280,Al2Si(O2F)2,5.6953,-7.589334439722222,-3.5297768330555552
mp-6493,CaMgSiO4,4.6294,-7.482815064642857,-3.360924786785713
mp-649595,CaMgSiO4,4.7126,-7.425002907857142,-3.303112629999999
mp-669421,AlTlSiO4,2.7897,-6.996141593571428,-2.519825879761905
mp-7205,LiInSiO4,3.028699999999999,-6.922280638214285,-2.652957972499999
mp-724857,Na2LaSiO5,0.0,-7.034209783888889,-2.835924037528736
mp-753327,LiSiBiO4,3.455699999999999,-6.9561405207142855,-2.52526634547619
mp-753580,LiTiSiO4,0.0,-8.042395493928572,-3.039313074880952
mp-755753,LiMnSiO4,1.1486,-7.774059356428572,-2.590045040894911
mp-752501,LiSiBiO4,3.2155,-6.93553783892857,-2.504663663690475
mp-752951,LiCoSiO4,0.7818,-7.176316964642858,-2.2821024451190492
mp-753374,LiVSiO4,2.210899999999999,-8.002994283571429,-2.830138428333332
mp-758188,Li2CrSiO4,1.369,-7.4336081028125,-2.597601196145834
mp-758209,Li2FeSiO4,3.3425000000000002,-7.24619922875,-2.558070604583333
mp-758758,Li2CuSiO4,0.0,-6.474817093125,-2.333040286458334
mp-758311,Li2CuSiO4,0.0,-6.485415724375,-2.343638917708333
mp-758638,Li2CoSiO4,2.7987,-7.025665035625001,-2.504611972708334
mp-759575,Li2FeSiO4,3.3842,-7.2512293378125,-2.563100713645833
mp-759212,LiCoSiO4,0.7348999999999991,-7.200268589285715,-2.306054069761906
mp-759726,Li2MnSiO4,3.350099999999999,-7.464526702812501,-2.689898818387213
mp-766405,Li2VSiO4,1.893599999999999,-7.38176116375,-2.616896932083333
mp-767447,LiVSiO4,2.2824,-7.961028358571428,-2.788172503333333
mp-766923,LiVSiO4,1.884199999999999,-8.00709369,-2.834237834761904
mp-763610,LiCrSiO4,2.5874,-8.020326447857142,-2.766164678333333
mp-766583,Li2SiNiO4,3.3568,-6.8009670006250005,-2.449073942708334
mp-766701,Li2SiNiO4,3.2437,-6.7958896046875,-2.443996546770833
mp-760516,Li2CoSiO4,2.7554,-7.01756573,-2.496512667083333
mp-767620,LiVSiO4,1.4564,-7.924888071785714,-2.752032216547618
mp-780666,Li2MnSiO4,2.882399999999999,-7.4539373384375,-2.679309454012212
mp-780533,LiMnSiO4,0.9906,-7.803638455357143,-2.619624139823482
mp-849735,LiCrSiO4,2.9589,-7.977574782857142,-2.723413013333333
mp-863368,LiFeSiO4,2.3093999999999992,-7.612378451071429,-2.52722043297619
mp-861542,LiFeSiO4,1.9897,-7.583408539642856,-2.498250521547618
mp-559123,YSiNO2,4.0731,-8.981233866,-2.947512009
mp-753349,LiTiSiO4,0.0,-8.058272155714286,-3.055189736666666
mp-754456,NaVSiO4,0.0,-7.823558115,-2.731731129482759
mp-762643,LiFeSiO4,1.656899999999999,-7.591353782142856,-2.506195764047618
mp-758471,LiCoSiO4,0.9231,-7.205689264642857,-2.311474745119048
mp-753702,LiVSiO4,2.1026,-8.011874630357143,-2.8390187751190483
mp-780325,LiMnSiO4,0.032799999999999004,-7.7980484571428565,-2.614034141609195
mp-555990,Er2SiSO4,2.811400000000001,-8.271742969375,-3.460373064687498
mp-752511,Li2Co2SiO6,0.7258999999999991,-6.855444233181817,-2.019283939242423
mp-707195,KSiHO3,5.0573999999999995,-6.6529839356250005,-2.5203610678749993
mp-1257377,Mg14SiBiO16,0.0,-6.0886714290625,-2.610255534375
mp-763247,LiVSiO5,1.9025999999999992,-7.817260984374999,-2.672516985416666
mp-1213128,MnAl2SiO5,0.344599999999999,-7.746253689166666,-2.5442214661590032
mp-1215154,Al2FeSiO5,0.0,-7.545671914583333,-2.420527922916666
mp-1213240,MgAl2SiO5,0.004299999999999,-7.060224832777778,-2.695030973888889
mp-1219828,Rb7VSiO8,2.4409,-5.850690061617647,-2.265004729411764
mp-1222541,LiFeSiO4,2.9616,-7.60049688,-2.515338861904761
mp-6391,Na2ZnSiO4,3.174299999999999,-6.132673474374999,-2.487630072219827
mp-6406,Na2MgSiO4,3.7488,-6.490152633125,-2.7987684303448273
mp-556544,LiAlSiO4,5.2076,-7.598341402499999,-3.18810415297619
mp-753732,Li2CoSiO4,2.996299999999999,-7.03219662625,-2.511143563333333
mp-752913,Li2FeSiO4,3.288799999999999,-7.247205491874999,-2.559076867708333
mp-753369,Li2VSiO4,1.7523,-7.358228755,-2.593364523333333
mp-753791,LiVSiO4,2.699,-7.9572800089285725,-2.784424153690476
mp-754842,LiFeSiO4,2.985,-7.600593702857142,-2.515435684761904
mp-756984,LiFeSiO4,2.651799999999999,-7.561968632142856,-2.476810614047618
mp-757123,LiVSiO4,2.2484,-7.928640023571428,-2.7557841683333333
mp-757159,LiSiBiO4,3.2622,-6.879221238928571,-2.448347063690476
mp-758135,LiCoSiO4,1.5102,-7.222395453928572,-2.328180934404763
mp-758498,Li2CuSiO4,0.0,-6.467503155625,-2.325726348958333
mp-758506,LiFeSiO4,3.0362,-7.612283996071428,-2.527125977976188
mp-758968,LiFeSiO4,2.7318,-7.563444084642858,-2.478286066547618
mp-758939,LiFeSiO4,2.889199999999999,-7.591684542142857,-2.506526524047617
mp-763246,LiCoSiO4,1.4219,-7.187982026428572,-2.293767506904763
mp-763253,LiCoSiO4,1.4973,-7.199885704285714,-2.305671184761905
mp-763256,LiCoSiO4,1.607899999999999,-7.219056245,-2.324841725476191
mp-764355,LiFeSiO4,2.9734,-7.568674140714285,-2.483516122619046
mp-763255,LiCoSiO4,1.3823,-7.221517295714286,-2.327302776190477
mp-762870,Li2CrSiO4,1.7738,-7.38050809875,-2.544501192083333
mp-766710,Li2SiNiO4,3.4164,-6.797645800625,-2.445752742708333
mp-8070,Li2BeSiO4,6.0565,-7.066582591249999,-2.969780010208333
mp-805388,LiFeSiO4,0.5118,-6.658904868571428,-1.573746850476189
mp-849781,LiCoSiO4,1.0784,-7.188419758928572,-2.294205239404763
mp-831245,Li2MnSiO4,2.9566,-7.4593736234375,-2.684745739012212
mp-9359,ZnSi(AgO2)2,0.607499999999999,-5.7845601774999995,-1.764212550416665
mp-23994,U2Si(H2O5)2,1.896799999999999,-8.042277284705882,-2.685311763823528
mp-758734,Li2Cr2SiO6,2.8542,-7.879670010000001,-2.585395034242425
mp-722977,Na2Si(H3O2)6,4.8073,-5.420860297196969,-1.52397279584117
mp-1303469,Li2FeSiO5,0.0,-7.01826845,-2.301269561296296
mp-753095,LiMnSiO4,0.9586999999999991,-7.751304426428571,-2.56729011089491
mp-753223,LiVSiO4,1.755199999999999,-7.947370903928571,-2.774515048690475
mp-753086,LiCrSiO4,2.1239,-7.978831104999999,-2.72466933547619
mp-753436,LiCrSiO4,3.1874000000000002,-7.9839340835714285,-2.729772314047619
mp-753305,LiTiSiO4,0.0,-8.050644356428572,-3.047561937380952
mp-756430,LiFeSiO4,1.407699999999999,-7.549764607857142,-2.464606589761903
mp-755125,LiMnSiO4,0.0,-7.756978042142857,-2.572963726609196
mp-753644,LiVSiO4,0.862599999999999,-7.9730563675,-2.8002005122619043
mp-759327,LiCoSiO4,0.5121,-7.150081989285715,-2.255867469761905
mp-761324,LiSiNiO4,0.273099999999999,-6.936011477857143,-2.235122678333333
mp-556364,Ca2SiCl2O3,5.1049,-6.687403240625001,-3.190218975
mp-1020703,SiGeN2O,3.4637000000000002,-7.697822954,-1.363250478
mp-550751,BaBeSiO4,4.6114,-7.73540785142857,-3.3246150149999982
mp-752925,LiFeSiO4,2.6281,-7.554729999999999,-2.4695719819047612
mp-753343,LiVSiO4,2.6931000000000003,-7.928219961428572,-2.755364106190476
mp-8874,LiSiBO4,6.4308,-7.801681372857142,-2.972327560357141
mp-758521,LiCoSiO4,1.3135,-7.207063865714287,-2.312849346190477
mp-621926,Na2TiSiO5,3.190699999999999,-7.441270604305554,-2.91415320109355
mp-17357,NaSmSiO4,4.2786,-7.758551963571428,-3.290342111625615
mp-18515,NaGdSiO4,0.0,-9.092722153214286,-3.2877214291256163
mp-555322,Eu2SiCl2O3,0.642799999999999,-8.724826341875,-3.1570140675
mp-557304,Sr2SiCl2O3,5.1218,-6.6524770271875,-3.233585709062501
mp-1199165,SiH12(CO)4,4.7372,-5.488026183333334,-0.589272788809523
mp-559904,NaLi3SiO4,4.5993,-6.2156578225,-2.628363219319923
mp-758844,Li3CuSiO4,0.8401000000000001,-6.2009040877777775,-2.307222163333333
mp-1019587,CaAl2SiO6,4.596000000000001,-7.8551144885,-3.3941309285
mp-1046534,MgTiSiO5,3.0027,-8.20376555,-3.242379914166667
mp-1046694,MgVSiO5,1.2996,-7.98664058125,-2.87670318875
mp-1105632,CaZnSiO5,0.1781,-6.537165686875,-2.35835736875
mp-1181300,Mg8SiW9O49,0.141599999999999,-7.348165554626866,-1.713205264104477
mp-1293053,MgMnSiO5,0.9419000000000001,-7.7374584890625,-2.617757443803879
mp-1251416,MgFeSiO5,0.0,-7.4444988725,-2.4112970875
mp-2713150,Zr2Si(SO6)2,3.8,-8.0926032227451,-2.788310841274511
mp-2713158,SiSn2(SO6)2,2.198,-6.841180373137255,-2.070785494607843
mp-2713341,Hf2Si(SO6)2,4.5141,-8.33060642137255,-2.860491875196079
mp-2713395,Ti2Si(SO6)2,2.427499999999999,-7.872899200294118,-2.645337243921569
mp-2713373,SiGe2(SO6)2,2.4398,-6.857258204117648,-2.014692031470589
mp-2715695,Ta2Si(PO6)2,3.7852,-8.967898738627452,-3.122860372389356
mp-2715728,Nb2Si(PO6)2,2.9216,-8.610323834803923,-2.9730057629972
mp-752893,LiFeSiO4,2.9015999999999993,-7.571518210714285,-2.486360192619046
mp-758892,LiFeSiO4,0.0,-6.901383792589286,-1.816225774494047
mp-759479,LiCoSiO4,1.2887,-7.145353936339286,-2.251139416815477
mp-759401,LiFeSiO4,2.964,-7.609970535625,-2.524812517529761
mp-759738,LiFeSiO4,3.0244,-7.580888461428571,-2.495730443333332
mp-759315,LiFeSiO4,2.9773,-7.300543700982142,-2.215385682886904
mp-762293,LiCoSiO4,1.2686,-7.183998453571428,-2.289783934047619
mp-765142,LiCoSiO4,1.5324,-7.181224345714286,-2.287009826190477
mp-775350,LiVSiO4,2.6672000000000002,-7.946872891071429,-2.7740170358333343
mp-849793,LiVSiO4,2.6446,-7.947124074107143,-2.774268218869047
mp-802523,LiVSiO4,1.538199999999999,-7.9623959057142875,-2.78954005047619
mp-758617,LiCoSiO4,0.8008000000000001,-7.190582386071429,-2.29636786654762
mp-758596,LiFeSiO4,1.904099999999999,-7.5653894260714285,-2.48023140797619
mp-1176566,LiTiSiO4,0.048299999999999,-8.049524904642857,-3.046442485595238
mp-758241,LiCrSiO4,2.812499999999999,-7.9938442553571445,-2.739682485833333
mp-766083,LiVSiO4,1.5009000000000001,-7.967937862857143,-2.795082007619048
mp-780087,LiMnSiO4,1.4767000000000001,-7.771696567142858,-2.587682251609197
mp-1100918,Y2AlSiNO5,0.0,-8.265426952,-2.7387109890000003
mp-1173237,Sr3Ta7Si(BiO4)9,2.4402,-8.186336825892857,-2.709408253238097
mp-1173770,NaCa2SiO4F,3.0452,-6.768497958888889,-3.159171851819923
mp-1177285,Li4V2Si(PO6)2,1.8887,-7.5314315898809525,-2.701179173339002
mp-1202933,Sr3Ta7Si(BiO4)9,2.3719,-8.190986966607143,-2.7140583939523832
mp-1227133,CaMg2Al4SiO12,0.143299999999999,-7.3794749795,-3.1269903135
mp-1255615,Li4V2Si(PO6)2,1.9667000000000001,-7.531088484404762,-2.700836067862812
mp-1256705,Sr7SiB3NO13,0.6242000000000001,-7.3999454488000005,-3.0010550175
mp-1344586,Ca2Ga2Si(HO4)2,0.0,-3.684710208333333,0.4397385085
mp-2712827,MgTi3SiS5O24,1.612099999999999,-7.489779113725491,-2.484334229828432
mp-2712831,Na3Ti4SiP5O24,2.4488,-8.065503241711712,-3.015209182811321
mp-2712846,Na3SiSn4P5O24,2.9057,-7.166141775315316,-2.535947193351862
mp-2712838,MgSiGe3S5O24,0.1159,-6.698718282450981,-1.9820202363480401
mp-2712847,Hf2Sc2SiS5O24,3.927,-7.93052416382353,-2.7114801562500013
mp-2712836,Al2SiSn2S5O24,2.3465,-6.889822333235294,-2.172808352132353
mp-2712844,Sc2SiSn2S5O24,2.0276,-7.177163074705883,-2.307978900955883
mp-2712839,Zr2In2SiS5O24,2.1781,-7.265794743137255,-2.339855662720588
mp-2712850,NbAl3SiS5O24,1.4425,-7.293343059901961,-2.404925044681373
mp-2712857,CaZr3SiS5O24,2.4661,-7.707487717843137,-2.633461783799019
mp-2712851,La2Ti2SiS5O24,2.0577,-7.621198043039217,-2.60557515389706
mp-2712876,CaSiSn3S5O24,0.2194,-6.75111250264706,-2.077509695808824
mp-2712858,TaGa3SiS5O24,2.3476,-7.025614943235294,-2.148573896245098
mp-2712880,CaSiGe3S5O24,0.0413,-6.717648748039217,-1.989917470612746
mp-2712893,Y3TaSiS5O24,2.1627,-7.850113027941177,-2.665925321171569
mp-2712889,Hf2In2SiS5O24,2.230299999999999,-7.3854585626470595,-2.376608399877452
mp-2712884,La2SiGe2S5O24,0.583299999999999,-7.082093568529412,-2.25896857125
mp-2712892,NbIn3SiS5O24,1.667799999999999,-6.8994268106862755,-2.098044273700981
mp-2712895,Zr2Ga2SiS5O24,2.904499999999999,-7.282791747254902,-2.341033709240196
mp-2712901,Sc3NbSiS5O24,1.673,-7.7161975452941185,-2.599524241102941
mp-2712902,Y2SiSn2S5O24,1.3956,-7.20653428637255,-2.326960559975491
mp-2712916,Na3Zr4SiP5O24,4.2254,-8.27137787936937,-3.150574781189701
mp-2712920,MgSiSn3S5O24,0.5285000000000001,-6.704847717745098,-2.042278142230392
mp-2712943,Y3NbSiS5O24,1.6229,-7.770258195392157,-2.638000562230393
mp-2712941,La2SiSn2S5O24,1.160899999999999,-7.106438141568629,-2.31939879134804
mp-2712934,Na3Hf4SiP5O24,5.071199999999999,-8.505717915135136,-3.232537692631142
mp-2712925,Al2SiGe2S5O24,2.081,-6.901732148333334,-2.148632520171569
mp-2712940,Zr2Sc2SiS5O24,3.710099999999999,-7.809419677745098,-2.6732867525245103
mp-2712949,Ti2Al2SiS5O24,2.204399999999999,-7.41574036764706,-2.47014284762255
mp-2712951,Hf2Al2SiS5O24,4.236,-7.634769602352942,-2.567895787426471
mp-2712950,Ti2In2SiS5O24,2.1422,-7.15066549882353,-2.263091630955883
mp-2712986,Na3SiGe4P5O24,3.1262,-7.182730004594594,-2.486215855063573
mp-2713008,Ti3ZnSiS5O24,1.745099999999999,-7.375018549019609,-2.380477382916668
mp-2712995,Zr3ZnSiS5O24,2.724,-7.546613904117648,-2.494524919191177
mp-2712992,Y2Zr2SiS5O24,3.4546,-7.8470021606862765,-2.700479682818628
mp-2713001,ZnSiSn3S5O24,0.41039999999999904,-6.5890946685294125,-1.9374288108088242
mp-2713000,ZnSiGe3S5O24,0.44570000000000004,-6.587771645882353,-1.8819773175735302
mp-2713002,Hf3MgSiS5O24,3.2833,-7.841099963333334,-2.653740637083334
mp-2713011,Sc2SiGe2S5O24,1.7158,-7.16842668254902,-2.263156861740197
mp-2713013,NbGa3SiS5O24,1.739399999999999,-6.941181455686275,-2.116070482303922
mp-2713010,Ga2SiSn2S5O24,1.956999999999999,-6.656581428333333,-1.9817721417892151
mp-2713012,CaHf3SiS5O24,3.1879,-7.885707237254902,-2.6873146796813723
mp-2713019,Y2Ti2SiS5O24,2.0003,-7.721530035490197,-2.61337277017157
mp-2713036,La3TaSiS5O24,2.4827999999999992,-7.712507912254902,-2.66712176975
mp-2713021,Y2Hf2SiS5O24,4.1576,-7.964125395392156,-2.734691835171569
mp-2713020,Ti2Ga2SiS5O24,2.1948,-7.180458969313726,-2.27706614384804
mp-2713017,Nb2Zn2SiS5O24,1.0902,-7.076648929705882,-2.147523127132353
mp-2713035,Ca2Nb2SiS5O24,0.8953000000000001,-7.388837863725492,-2.415838162916668
mp-2713083,Mg2Ta2SiS5O24,1.2905,-7.465979403529412,-2.411186018151961
mp-2713096,Zr2Al2SiS5O24,3.4535,-7.511721795588236,-2.527759063014707
mp-2713053,Mg2Nb2SiS5O24,0.7693000000000001,-7.299711578431373,-2.348778340269608
mp-2713051,Ta2Zn2SiS5O24,1.5815000000000001,-7.241824491568628,-2.208838541779412
mp-2713067,In2SiSn2S5O24,1.3587999999999991,-6.62872909127451,-1.969738762328432
mp-2713041,Sc3TaSiS5O24,2.2847,-7.79826702509804,-2.629663647299021
mp-2713074,TaAl3SiS5O24,2.184199999999999,-7.378705332254903,-2.438357243426471
mp-2713085,MgZr3SiS5O24,2.596899999999999,-7.660836009019608,-2.59784330629902
mp-2713091,Ca2Ta2SiS5O24,1.394299999999999,-7.55281570637255,-2.47595585834804
mp-2713042,La3NbSiS5O24,1.7904,-7.636688548039216,-2.6432324791421573
mp-2713080,TaIn3SiS5O24,1.7078000000000002,-6.9805653496078435,-2.127252739014706
mp-2713099,La2Hf2SiS5O24,4.1625,-7.869182102058824,-2.732282918014706
mp-2713106,La2Zr2SiS5O24,3.4591,-7.7525783459803925,-2.698590244289216
mp-2713116,Hf3ZnSiS5O24,3.1986,-7.726171223137255,-2.5497156146813733
mp-2713100,Y2SiGe2S5O24,0.8733000000000001,-7.184085039411766,-2.268425665955883
mp-2713119,Sc2Ti2SiS5O24,2.322,-7.695354488137255,-2.597586775465687
mp-2713102,In2SiGe2S5O24,1.3529,-6.619446693529412,-1.9243707175245102
mp-2713105,Hf2Ga2SiS5O24,2.9724,-7.407629225980393,-2.382960105612746
mp-2713118,Ga2SiGe2S5O24,1.8932000000000002,-6.662225039509805,-1.951330105906863
mp-2713108,CaTi3SiS5O24,1.615999999999999,-7.525808089607843,-2.509329974387255
mp-2713169,TiSiGe(SO6)2,2.5644,-7.367908294019608,-2.332844229509804
mp-2713208,HfZrSi(SO6)2,3.9253,-8.210484378333334,-2.8232809145098052
mp-2713214,ZrTiSi(SO6)2,2.3847,-7.9801800299019625,-2.714252860980394
mp-2713338,TiSiSn(SO6)2,2.2136,-7.363949925392157,-2.364971507941177
mp-2713287,Na10Mg8SiS11O48,4.2443,-6.404420396495727,-2.367107968050767
mp-2713382,SiSnGe(SO6)2,1.912999999999999,-6.840682625784313,-2.034202100196079
mp-2713402,HfSiGe(SO6)2,2.0002,-7.583056765196079,-2.426716405784315
mp-2713420,HfSiSn(SO6)2,2.3525,-7.581349574411766,-2.461094862058825
mp-2713426,HfTiSi(SO6)2,2.238699999999999,-8.102993540784315,-2.754155289509804
mp-2713452,ZrSiGe(SO6)2,2.2648,-7.469135836764706,-2.395706559705883
mp-2713450,ZrSiSn(SO6)2,2.4248,-7.470374330686275,-2.433030700686275
mp-2713568,Na10Zn8SiS11O48,3.5199,-6.021002017606838,-2.021712810187518
mp-2713600,Na10Ca8SiS11O48,3.9207,-6.56695387457265,-2.491166588178971
mp-2713967,Na6Mg4SiS5O24,3.6976999999999993,-6.380167081666667,-2.394157463686064
mp-2713930,Na6Zn4SiS5O24,3.3966,-6.020773220583334,-2.07183624310273
mp-2714043,Na2Sc8SiS11O48,3.146899999999999,-7.507843839619048,-2.625092469479885
mp-2714087,Na2Ga8SiS11O48,1.9185,-6.512484835714286,-2.007376103575124
mp-2714126,Na2La8SiS11O48,3.0744,-7.407183313190477,-2.684027600194171
mp-2714205,Na2Y8SiS11O48,3.6393999999999993,-7.576370941714286,-2.673434155003695
mp-2714245,Na2Al8SiS11O48,3.2132,-6.9703255802380975,-2.383219155813219
mp-2714314,Na2In8SiS11O48,0.9335,-6.453713962571428,-1.979339205194171
mp-2714423,Na2Sc4SiS5O24,2.405599999999999,-7.474624689074075,-2.672360856720148
mp-2714332,Na2La4SiS5O24,2.7461,-7.360379892037037,-2.713278504127555
mp-2714362,Na2Al4SiS5O24,2.8706,-6.95419224712963,-2.439361000886813
mp-2714504,Na2In4SiS5O24,0.8406,-6.457585124444445,-2.0523541100534812
mp-2714549,Na6Ca4SiS5O24,3.5223,-6.5401924830833345,-2.5166698786027313
mp-2714573,Na2Ga4SiS5O24,1.5158,-6.5196987649074085,-2.084587497275703
mp-2714548,Na2Y4SiS5O24,3.1185,-7.530113890277779,-2.708225347368296
mp-2715638,Na7In4SiP5O24,3.2279,-6.713156711544715,-2.5257789017773042
mp-2715583,Na7Al4SiP5O24,4.7116,-7.15706812894309,-2.873455969256978
mp-2715658,Na7Sc4SiP5O24,4.5512,-7.582209878861789,-3.046217887468362
mp-2715706,Na7Ga4SiP5O24,3.871,-6.779700269756098,-2.566086140069987
mp-2715709,TaNbSi(PO6)2,3.0095,-8.78775873509804,-3.04658051607563
mp-2715788,Na7La4SiP5O24,3.751499999999999,-7.428042709593496,-3.028290913322019
mp-2715790,Na7Y4SiP5O24,4.0813,-7.613222871138212,-3.059999426574052
mp-677422,Ca2Ga2Si(HO4)2,3.7671,-6.766562842,-2.642114125166666
mp-684821,NaCa2SiO4F,2.5831,-6.672623926111111,-3.063297819042146
mp-777857,Li4V2Si(PO6)2,1.9381,-7.532308474166667,-2.7020560576247172
mp-1193463,Mn4SiTeBr2O7,2.694899999999999,-7.625124836666667,-2.08337115689272
mp-1193890,Mn4SiTeCl2O7,2.4894,-7.724021642333333,-2.15405594589272
mp-1194892,SiP4PdPbO14,1.8533,-7.477038556904761,-2.465076886360542
mp-1222519,LiFe3SiPO8,3.5642,-7.93933176,-2.386227039141156
mp-1577058,Na2CoSiCO7,0.20929999999999901,-6.980576244375,-2.055028841479885
mp-1577488,Na2CoSiCO7,0.21450000000000002,-6.979929147916667,-2.054381745021551
mp-556066,Sr2LiSiO4F,4.7908,-6.9664397,-3.363684869814814
mp-755970,Li3MnSiBO7,1.7528000000000001,-7.29066705423077,-2.549957767469054
mp-756360,Na3CoSiBO7,0.036199999999999004,-6.710392332692308,-2.256621879484969
mp-768606,Li2MnSiCO7,1.3485,-7.513762353333334,-2.324631388091475
mp-768601,Li3VSiCO7,2.1933,-7.4657440875,-2.534945223846154
mp-768609,Li3SiBiCO7,3.579099999999999,-6.865855178461539,-2.334584911730769
mp-768663,Na3SiBiCO7,3.4077,-6.683890199230769,-2.28351272204907
mp-770659,Li3CoSiCO7,1.233699999999999,-7.004814380769231,-2.224053159423076
mp-770756,Li3SiSnBO7,3.7245,-6.945219272307692,-2.600851788397435
mp-770647,Li2SiSnCO7,3.4792,-7.143531344999999,-2.383770666180555
mp-770349,LiVSiCO7,1.7285,-7.862978259090909,-2.382747395984847
mp-770708,Na3SiBSbO7,0.0,-6.637760786538461,-2.415099216408045
mp-770912,Na2MnSiCO7,1.0701,-7.376966777291667,-2.282369493390804
mp-771009,Na2CoSiCO7,0.23669999999999902,-6.9861268191666674,-2.060579416271552
mp-771013,Na3CrSiCO7,2.7167,-7.2561720246153865,-2.412485842818303
mp-771025,Na2SiBSbO7,2.3277,-6.939396476666666,-2.4766565072437743
mp-770822,Li3FeSiCO7,2.6143,-7.07899906076923,-2.195422109423076
mp-770947,Na3VSiCO7,1.9010999999999991,-7.249618770576924,-2.449712696472149
mp-770978,Na2SiSbCO7,0.0,-6.909959264166666,-2.2347798179382172
mp-771030,Na3SiNiCO7,0.0,-6.660297366923076,-2.114527399741377
mp-771041,Na3CoSiCO7,1.0634,-6.79822785,-2.148359418202917
mp-771154,Na3VSiBO7,1.5682,-7.217788422307692,-2.613980326792661
mp-771162,Na3CuSiCO7,0.0,-6.485726309999999,-2.06925865127984
mp-771028,Li3SiBiBO7,0.0,-6.748869593846154,-2.413697305705128
mp-771204,Na3FeSiCO7,2.764699999999999,-7.045316743461539,-2.292632581664456
mp-771289,Li3FeSiBO7,0.0,-7.111497397307692,-2.424018424551282
mp-771774,Na2SiSnCO7,3.2969,-7.031197580833333,-2.365970583354884
mp-771318,Na3FeSiBO7,0.0,-6.907340900384615,-2.350754717177276
mp-771269,Na3CrSiBO7,0.698199999999999,-7.145735554230769,-2.49814735102343
mp-771167,Li3CoSiBO7,0.05210000000000001,-6.937730274230769,-2.353067031474358
mp-771263,Li3VSiBO7,1.6499000000000001,-7.421700223461539,-2.686999338397436
mp-771168,Na2SiBiCO7,0.0,-6.8401958316666684,-2.184930296271552
mp-771250,Na3SiSnCO7,0.0,-6.674013020384615,-2.264440347433686
mp-771304,Li3SiSbCO7,3.6281,-6.880474915,-2.330822576730769
mp-772132,Li2SiBSbO7,2.8440000000000003,-7.086515161666667,-2.529241510902777
mp-772072,Li2FeSiCO7,0.0,-7.329106095833333,-2.197641304097221
mp-772101,Na3MnSiCO7,1.2865,-7.155150619423077,-2.349236143620689
mp-772154,Na2VSiCO7,1.9359000000000002,-7.543311727083334,-2.455223545021552
mp-772135,Na2FeSiCO7,0.0,-7.199873870416667,-2.162942760021552
mp-772051,Li3CuSiCO7,0.0,-6.704035851538462,-2.1566754032692312
mp-772542,Li2VSiCO7,1.9835,-7.672260561041667,-2.4896386976388882
mp-772121,Na2CrSiCO7,0.9031000000000001,-7.462312320416667,-2.326795688354885
mp-772668,Li3MnSiCO7,1.036299999999998,-7.367310315384615,-2.4305030500331553
mp-772713,Na3SiSbCO7,3.1628,-6.684128625769231,-2.265369077049071
mp-772970,Na3MnSiBO7,1.3618000000000001,-7.074315703846154,-2.46449920663351
mp-772711,Na3SiBiBO7,0.0,-6.568971489615384,-2.36469199102343
mp-772986,Na3SiSnBO7,2.9085,-6.751072865384615,-2.53759817102343
mp-772999,Na2SiBiBO7,0.07349999999999901,-6.714859933333333,-2.272033874743773
mp-774236,Li3CrSiCO7,3.1997,-7.473678722115385,-2.49909975076923
mp-773206,Li3CrSiBO7,1.218,-7.358134325,-2.579653332243589
mp-1195524,SiH12C8(NO2)8,3.6496,-6.620683315666667,-0.712455820666665
mp-14873,K4Nb8Si(P2O17)2,1.933199999999999,-8.44573324137255,-2.942717447011205
mp-772830,Li4V2SiGeO10,2.2163,-7.311711217222221,-2.571074576018517
mp-1227593,Ca2Al2Si(HO4)2,4.731,-7.260894873999975,-3.040782182833308
mp-1180541,NaTi2SiH4O9,0.0,-6.918832425294118,-2.173518446355647
mp-1020714,Y4AlSiNO8,3.9046000000000003,-9.0743962575,-3.532447881166666
mp-1181196,MnZn2Si(HO3)2,1.146,-6.547087648541667,-2.08167769441092
mp-1194877,SiH16C8(NO2)4,5.4024,-6.308700637972973,-0.7272383674324321
mp-1196749,CrSiH8(O2F3)2,0.032,-5.75523296275,-2.079500198749999
mp-1198120,CaSiH4(OF3)2,6.5428999999999995,-5.733509822499999,-2.705608399285714
mp-1201830,CaSiBHO5,4.7677,-7.5035922344444455,-2.809672107268519
